location,totaltweets,retweetcount,hashtags,date,Clean Text,Sentiment
"Copenhagen, Denmark",1802,0,"['Dkpol', 'dkgreen']",2021-08-19 08:47:58,kamp og organisering er  hvad der forestår  kamp for at organisere sig med mindre forbrug og uden flyrejser  kamp mod fossil infrastruktur  kamp mod uduelige og fodslæbende politikere  kamp for genopbygning af grønne fællesskaber     ,-5.0
København,10199,1,"['dkgreen', 'adios', 'dkpol']",2021-08-19 08:47:12,på tide at sige farvel til tågehorn som   skriver politiken vi bør som journalister nok behandle klimaskeptikere lidt  som vi gør med vaccineskeptikere og folk  der påstår  at  gnetværk er statslig masseovervågning     ,0.0
Danmark,72723,7,"['dkpol', 'dkkrim']",2021-08-19 08:47:01,vi er en enige    ,1.0
"København, Danmark",12410,0,['dkpol'],2021-08-19 08:45:36,finland har et pensionssystem i stil med det danske  men de lovgivningsmæssige rammer er anderledes  derfor tæller deres tilgodehavende i pensionsformuen med i den offentlige nettoformue  forskellen ml  finland og danmarks nettoformue er altså  mest  af teknisk karakter   ,0.0
"København, Danmark",12410,1,['dkpol'],2021-08-19 08:45:35,imponerende  med      mia  kr  er danskernes pensionsformue ca  dobbelt så stor som det danske bnp  staten har ca        mia  kr  i skatter til gode i pensionsformuen  som ikke indgår i den offentlige nettoformue  endnu en grund til  at dks gældsniveau ikke er alarmerende   ,1.0
Denmark,10848,7,"['dkpol', 'dkkrim']",2021-08-19 08:45:22,vi er en enige    ,1.0
Denmark,23848,4,"['dkgreen', 'dkpol']",2021-08-19 08:44:16,hvis nogen står og mangler opskriften på klimakrisen  så er den her    ,-2.0
Copenhagen,161,1,"['km21', 'culturematters', 'dkpol']",2021-08-19 08:43:11,hvilken rolle spiller kommunerne i genåbningen af kulturlivet  og hvorfor er det helt afgørende at få genstartet kulturlivet  kl  branche og kulturledere i debat på  kl     med bl a         ,1.0
Danmark,16671,10,['dkpol'],2021-08-19 08:42:58,er det rigtigt at kontrakten med pfizer er hemmelig med    års klausul og at den kommer før dansk lovgivning  hvis ja  har regeringen så overhovedet lov til at underskrive den  is there a lawyer in the house      ,1.0
Maribo,37980,3,"['dkpol', 'dktrp', 'dkgreen']",2021-08-19 08:42:35, medlem reintegrate skal forsyne  containerskib med co neutralt brændstof       ,0.0
Earth,222148,0,['dkpol'],2021-08-19 08:41:50,  lad os se den plan   har læst at jægerkorpset ville udarbejde plan men fik at vide de ikke skulle  unødvendigt     så hvem har lavet den plan  hvornår  hvad står der i den  vi vil se den hvis vi skal tro på det  med tanke på at hvad der faktisk skete  virker planløst  ,2.0
"København, Danmark",47,3,"['sundpol', 'dkpol']",2021-08-19 08:41:50,ingen skal risikere at blive livsvarigt afhængige af sundhedsskadelige produkter  og derfor skal nikotinprodukter i alle afskygninger være så lidt attraktive som muligt  så selvfølgelig skal der også afgifter på nikotinposer      ,-4.0
Copenhagen,8113,0,"['dkpol', 'Afghanistan', 'dkmedier']",2021-08-19 08:39:45,lige på kornet   jeg bruger dit tweet i ‘på forsiden’  i dag hvor vi taler om magtens arrogance  her link til    dage gratis     ,-2.0
"København, Hovedstaden",5663,0,"['dkbiz', 'kontanthjælp', 'dksocial', 'dkpol']",2021-08-19 08:39:17,jobparate på kontanthjælp arbejder blot   timer om ugen i gennemsnit  viser dianalyse  enormt ærgerligt  lær af flygtningeindsatsen siger   ælp   ,-2.0
Danmark,72723,6,['dkpol'],2021-08-19 08:39:01,lidt om den seneste uge    ,0.0
"Schillerhuset, Nannasgade 28",106,0,"['dkpol', 'dkmedier']",2021-08-19 08:38:23,antallet af ubesatte jordemoderstillinger i region hovedstaden er fordoblet på et halvt år  aktivistgruppe bag underskriftindsamling spiller formentlig en rolle i den kritiske udvikling  mener en af initiativtagerne     ,0.0
Earth,222148,3,['dkpol'],2021-08-19 08:37:32,…  på forfejlet afghanistan plan siden april  … skulle der stå    så sent som for knap en måned siden stod vi i  og forsøgte at få  til at handle nu    istedet for at handle gik der  igen  indenrigspolitik i sagen  og afgørrende tid blev spildt  ,-2.0
Denmark,25220,0,['dkpol'],2021-08-19 08:37:23,nu bliver det politisk men undskyld mig lige  hvad fanden menes der ved lovforslag om toårs opholdsaftale    de mennesker har sat livet på spil for at hjælpe danmark i afghanistan og der bliver allerede lagt planer så de kan sendes tilbage  de burde få statsborgerskab ,-2.0
"København, Danmark",2782,6,['dkpol'],2021-08-19 08:37:00,lidt om den seneste uge    ,0.0
,104868,12,"['dkpol', 'dkgreen']",2021-08-19 08:36:47,hverken landmandens økonomi  danmarks klimaregnskab eller dyrevelfærden hænger sammen  så skulle vi ikke skynde os at plukke denne lavthængende frugt og omgående stoppe al produktion af smågrise til eksport        ,-1.0
"Herning, Danmark",618,4,['dkpol'],2021-08-19 08:36:26,jeg har da sjældent set noget så hyklerisk  som ’s kritik af regeringen  som jeg deler  ift  evakuering af de afghanske tolke    df var det eneste parti der stemte imod finansieringen til at hente de afghanere  der har hjulpet dk  hjem ,-4.0
"Hovedstaden, Danmark",2929,3,"['dkpol', 'dktrp', 'dkgreen']",2021-08-19 08:35:09, medlem reintegrate skal forsyne  containerskib med co neutralt brændstof       ,0.0
Copenhagen,126,2,"['skolechat', 'dkpol', 'uddpol']",2021-08-19 08:34:39,i går havde  og jeg en god dialog omkring radikales nye skoleudspil har snakkede vi bl a  om et godt undervisningsmiljø  retten til undervisningsmiljørepræsentanter og genstart af elevrådene   ser frem til et godt samarbejde med       ,9.0
Copenhagen,8505,3,"['dkpol', 'dktrp', 'dkgreen']",2021-08-19 08:34:15, medlem reintegrate skal forsyne  containerskib med co neutralt brændstof       ,0.0
Copenhagen,8505,2,"['dktrp', 'elbil', 'dkpol', 'dkgreen']",2021-08-19 08:34:04,har i  skrevet lidt om omstilling af   i den lette transport er  den oplagte løsning mens meget tyder på at brint og el bliver den langsigtede løsning i  ptx bliver dog også meget vigtig ikke mindst i og    ,4.0
,3891,9,"['dkmedier', 'dkpol', 'sundpol', 'Sundhed']",2021-08-19 08:33:20,covidvaccination  der er fortsat høj vaccineeffektivitet for covid  vaccinerne  det viser et nyt notat fra ssi       ,0.0
Danmark,323229,1,"['dkpol', 'kenloach']",2021-08-19 08:33:03,at det britiske socialdemokrati ekskluderer filmmanden ken loach siger mere om partiet end om ham   partier forgår den sociale kamp består      ,-3.0
Denmark,1126,2,"['klimaførst', 'dkgreen', 'dkpol', 'dkklima']",2021-08-19 08:32:59, /  af borgerne i g  lande ønsker at prioritere klimapolitik og naturbeskyttelse over job og profit  stort potentiale for momentum  der netop sætter ørst    ,2.0
Danmark,4885,3,"['dkpol', 'dktrp', 'dkgreen']",2021-08-19 08:32:55, medlem reintegrate skal forsyne  containerskib med co neutralt brændstof       ,0.0
,3722,19,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-19 08:32:21,corona vira muterer kontinuerligt  og massevaccination fremmer naturligvis selektion af mutationer  der ikke er følsomme for vacciner  her i cape cod     juli         ,1.0
Silkeborg  +45 61 62 50 98,2802,1,"['dkpol', 'kenloach']",2021-08-19 08:32:10,at det britiske socialdemokrati ekskluderer filmmanden ken loach siger mere om partiet end om ham   partier forgår den sociale kamp består      ,-3.0
"A Copenhagen suburb, Europe",12053,1,"['dkpol', 'dkgreen']",2021-08-19 08:31:03,dejligt  at  også støtter en ensartet klimaafgift  hvor landbruget skal betale det samme som resten af samfundet   bare irriterende  at det er politikerne der står i vejen     ,-1.0
,5539,3,['dkpol'],2021-08-19 08:30:55,medvirkende i dagens  kl               og michael   ,0.0
,3722,3,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-19 08:30:48,vigtigt indlæg fra geert vanden bossche om coronahåndteringen og specielt vaccinestrategien         ,0.0
"Odense, Danmark",4685,18,"['pressemøde', 'dkpol', 'Afghanistan']",2021-08-19 08:30:26,come on   spørg nu om hvad mette lavede til rockkoncert i odense fredag aften  mens kabul var ved at falde  øde  ,0.0
"Copenhagen, Denmark",542,9,"['dkgreen', 'dkpol', 'transport', 'kompoldk']",2021-08-19 08:29:43,i  ønsker vi grøn mobilitet i hele landet  derfor mener vi at  også skal sikre mulighed for opstilling af ladestandere i yderområder  hvor markedet ikke er rentabelt endnu       ,5.0
Denmark 🇩🇰,149618,3,['dkpol'],2021-08-19 08:29:40,skal eu spille en større rolle og udfylde magttomrummet efter usa  som ellers udfyldes af kina og rusland  eller skal vi lade verdens undertrykte sejle deres egen sø med dertil følgende ustabilitet og flytningestrømme  ,-2.0
Aarhus,3717,0,"['dkpol', 'dkbiz', 'finansdk']",2021-08-19 08:29:38,brancheorganisation    efter nej til afdragsplan for coronalån  »gældskrisen er kun lige begyndt«   $     ,-1.0
,104868,5,"['metoo', 'dkpol']",2021-08-19 08:28:46,tak til de modige kvinder  der er stået frem      ,4.0
Denmark 🇩🇰,149618,3,"['rekrutteringsplan', 'dkpol', 'kompoldk']",2021-08-19 08:27:57,rekrutteringskrise  pædagogmanglen i storkøbenhavn er endnu værre end først antaget     nye pædagoger til      flere børn siden       to fede streger under behovet for en national     ,-3.0
"Copenhagen, Denmark",668,0,"['sundpol', 'dkpol']",2021-08-19 08:27:23,vi har styrken til at være foregangsland  når det gælder sundhedsforskning og udvikling af nye behandlinger  til glæde for patienterne  vi har kompetencerne  så lad os gribe mulighederne     ,4.0
,1842,0,"['Langeland', 'dkpol', 'dkmedier']",2021-08-19 08:27:18,mon  vil foreslå med et kæmpe ja på store skilte over hele øen og i københavn  til at tolke og andre afghanere  der har arbejdet for danmark i afghanistan kan få et godt og trygt ophold på center holmegaard    ,5.0
"Lemvig, Danmark",9713,4,"['dkgreen', 'dkpol']",2021-08-19 08:27:10,hvis nogen står og mangler opskriften på klimakrisen  så er den her    ,-2.0
Holbæk,2937,0,"['dkpol', 'dkbyg', 'dkbizz']",2021-08-19 08:27:03,stolt af den boligudvikling  der er igang i holbæk kommune     ,2.0
,5179,3,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-19 08:26:24,vigtigt indlæg fra geert vanden bossche om coronahåndteringen og specielt vaccinestrategien         ,0.0
Verden,4195,6,"['dkpol', 'trygfødsel']",2021-08-19 08:26:05,   ledige jordemoderstillinger i  det sætter de fødende kvinder i hovedstaden i en virkelig utryg situation  det bliver nok desværre et langt sejt træk  siger  i p  københavn  ødsel ,-2.0
Danmark,31319,18,['dkpol'],2021-08-19 08:26:03,  vil sammen med regeringen  sf og r give mulighed for  at op til fire forældre kan dele forældreorloven  det er vigtigt for regnbuefamilier  og et skridt på vejen mod fuld juridisk anerkendelse af  at man kan have mere end kun to forældre # ,4.0
Verden,4195,2,"['dkpol', 'dksocial']",2021-08-19 08:25:52,alt udsolgt til vores konference om hvordan vi bedst hjælper voldsudøvere til at slippe volden  med du kan stadig deltage digitalt             og   er med   læs mere     ,2.0
Copenhagen,12322,0,"['dkpol', 'covid19dk', 'vacciner', 'israelkoyak']",2021-08-19 08:25:14,der har været en del fokus på israel på det seneste  fordi indlæggelsestallene stiger hurtigt   men alt tyder altså fortsat på  at vaccinerne er meget effektive mod alvorlig sygdom  læs med her        ping ,0.0
Earth,222148,7,"['dkpol', 'dkgreen']",2021-08-19 08:24:17,    mio pattegrise døde i den danske svineindustri i       inden de blev en måned gamle  det er måske det allermest håndgribelige symbol på en syg industri  hvad er dit svar      ,-5.0
Danmark,48175,5,"['metoo', 'dkpol']",2021-08-19 08:23:12,tak til de modige kvinder  der er stået frem      ,4.0
"Fredericia, Danmark",2345,0,['dkpol'],2021-08-19 08:23:11,  hvordan skal man kunne få råd til at give en hånd med til grøn omstilling  når     mio borger er ramt af ydelsesregulering  sammensat marginalskat     gensidig forsørgerpligt  modregningsordning for folk der har samliv men straffes økonomisk fordi ens partner arb   ,-3.0
,4736,2,"['erhvervsuddannelser', 'uddpol', 'STEM']",2021-08-19 08:23:03,vi har brug for at gøre  mere attraktive    læs hele debatindlægget fra vores direktør christine   claus jensen fra  og andré rogaczewski fra           dkpol  ,0.0
,91312,0,['dkpol'],2021-08-19 08:22:58,mediedækningen af afghanistan fortjener et eftersyn  interessant artikel   ,2.0
,148737,0,['dkpol'],2021-08-19 08:22:41,kan ikke siges bedre     … det med krydset er jo et åbent spm ,2.0
Danmark,1737,1,"['km21', 'culturematters', 'dkpol']",2021-08-19 08:22:26,hvilken rolle spiller kommunerne i genåbningen af kulturlivet  og hvorfor er det helt afgørende at få genstartet kulturlivet  kl  branche og kulturledere i debat på  kl     med bl a         ,1.0
Copenhagen,3127,1,"['dkpol', 'dkgreen']",2021-08-19 08:22:21,dejligt  at  også støtter en ensartet klimaafgift  hvor landbruget skal betale det samme som resten af samfundet   bare irriterende  at det er politikerne der står i vejen     ,-1.0
,54413,5,"['metoo', 'dkpol']",2021-08-19 08:22:06,tak til de modige kvinder  der er stået frem      ,4.0
Valby,1429,0,"['dkpol', 'dkkrim']",2021-08-19 08:21:39,værkmestrene skal tilbyde de indsatte meningsfyldt arbejde  men de oplever  at den opgave er svær at løfte   ,-1.0
Denmark,2575,0,"['sygeplejerske', 'sygeplejersker', 'dkpol', 'sundpol']",2021-08-19 08:20:45,ironisk at se  strejken som en reaktion over deres fagforbunds inkompetence  som bevidst har kastet de unge under bussen  første lønstigning efter   års anciennitet i regionerne er alt for sent     ,-3.0
,17253,5,"['metoo', 'dkpol']",2021-08-19 08:20:37,tak til de modige kvinder  der er stået frem      ,4.0
"Glostrup, Danmark",5635,0,"['sundpol', 'dkpol', 'dksund', 'bwrtdk', 'amygdala']",2021-08-19 08:20:11, har du kontrollen  eller styrer amygdala din hverdag     går du i frygt  angst  er bange for eller har mange  tvangs tanker om fremtiden  så      klik på linket nedenunder for at læse mere om amygdala        ,-7.0
,3895,4,"['dkgreen', 'dkpol']",2021-08-19 08:20:09,hvis nogen står og mangler opskriften på klimakrisen  så er den her    ,-2.0
,11831,1,['dkpol'],2021-08-19 08:20:00,på bare fire dage gik en planlagt kontrolleret vestlig tilbagetrækning fra kabul til at være en kaotisk masseevakuering  forløbet kalder på selvransagelse  erkender udenrigsminister    ,-5.0
Faroe Islands,6459,0,"['dkpol', 'farpol']",2021-08-19 08:18:02, ændringer i landstyret  lagmanden indkalder til pressemøde kl            kan det være  jeg har hørt rygter;  men  jeg tør ikke rigtig håbe…  åh  vil lagmanden vise miðflokken exitudgangen      ,2.0
,1310,3,"['rekrutteringsplan', 'dkpol', 'kompoldk']",2021-08-19 08:17:45,rekrutteringskrise  pædagogmanglen i storkøbenhavn er endnu værre end først antaget     nye pædagoger til      flere børn siden       to fede streger under behovet for en national     ,-3.0
Danmark,93190,1,"['twitterhjerne', 'dkpol']",2021-08-19 08:17:02,hvilken  dansk   organisation skal man støtte økonomisk for at støtte afghanske piger og kvinders rettigheder og sikkerhed bedst   ,5.0
Copenhagen,9059,2,"['detblaa', 'dkgreen', 'dkpol', 'dktrp']",2021-08-19 08:16:58,rigtigt glædeligt  at  har valgt efuels til sit første nye grønne skib  i modsætning til biobrændstoffer er efuels skalerbare på en bæredygtig måde      ,3.0
Lynæs,7660,1,"['twitterhjerne', 'dkpol']",2021-08-19 08:16:22,hvilken  dansk   organisation skal man støtte økonomisk for at støtte afghanske piger og kvinders rettigheder og sikkerhed bedst   ,5.0
,7454,2,"['dkpol', 'fakenews']",2021-08-19 08:15:56,skandale  tv   nyhederne kalder muslimsk migrant fra afghanistan for ‘dansker’      via ,-3.0
,5602,0,"['bitcoin', 'dkpol']",2021-08-19 08:15:53,croptopforbud &gt; cryptoforbud   ,0.0
,4984,19,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-19 08:15:41,corona vira muterer kontinuerligt  og massevaccination fremmer naturligvis selektion af mutationer  der ikke er følsomme for vacciner  her i cape cod     juli         ,1.0
,2429,0,['dkpol'],2021-08-19 08:15:00,  kære   jeg har respekt for dig  for at du deler dine refleksioner  og for at du  i modsætning til visse andre  står ved dine handlinger  selv om mit kryds sættes et andet sted  så har du været en berigelse for ,4.0
Christiansborg,24187,1,['dkpol'],2021-08-19 08:15:00,på bare fire dage gik en planlagt kontrolleret vestlig tilbagetrækning fra kabul til at være en kaotisk masseevakuering  forløbet kalder på selvransagelse  erkender udenrigsminister    ,-5.0
"Hovedstaden, Danmark",2929,2,"['dktrp', 'elbil', 'dkpol', 'dkgreen']",2021-08-19 08:14:55,har i  skrevet lidt om omstilling af   i den lette transport er  den oplagte løsning mens meget tyder på at brint og el bliver den langsigtede løsning i  ptx bliver dog også meget vigtig ikke mindst i og    ,4.0
"Odense, Danmark",13,14,['dkpol'],2021-08-19 08:14:18,altså lidt træls  at en fiktiv statsminister fra      har en mere ambitiøs klimapolitik end den der er der i virkeligheden  ,2.0
,4556,4,"['dkgreen', 'dkpol']",2021-08-19 08:14:03,hvis nogen står og mangler opskriften på klimakrisen  så er den her    ,-2.0
København,10186,3,"['rekrutteringsplan', 'dkpol', 'kompoldk']",2021-08-19 08:13:58,rekrutteringskrise  pædagogmanglen i storkøbenhavn er endnu værre end først antaget     nye pædagoger til      flere børn siden       to fede streger under behovet for en national     ,-3.0
"Frederiksberg, Denmark",3805,3,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-19 08:13:18,vigtigt indlæg fra geert vanden bossche om coronahåndteringen og specielt vaccinestrategien         ,0.0
Danmark,31319,7,"['dkpol', 'dkgreen']",2021-08-19 08:13:13,    mio pattegrise døde i den danske svineindustri i       inden de blev en måned gamle  det er måske det allermest håndgribelige symbol på en syg industri  hvad er dit svar      ,-5.0
"Copenhagen, Denmark",50578,1,"['HumanitarianDay', 'dkaid', 'dkpol']",2021-08-19 08:12:59,vi sender de bedste tanker til de mange dygtige og modige nødhjælpsmedarbejdere  der lige nu kæmper for at redde liv og beskytte civile i verdens mange brændpunkter  og en særlig tanke til vores nødhjælpspartnere i afghanistan    ,4.0
,2462,7,"['dkpol', 'dkgreen']",2021-08-19 08:12:53,    mio pattegrise døde i den danske svineindustri i       inden de blev en måned gamle  det er måske det allermest håndgribelige symbol på en syg industri  hvad er dit svar      ,-5.0
,4984,1,"['dkpol', 'Afghanistan']",2021-08-19 08:12:41,måden vores relevante ministre inkl  statsministeren brugte tiden i weekenden viser med tydelighed  hvor meget de plejer egne og hinandens interesser  og ikke danmarks ,1.0
Denmark,5098,12,"['dkpol', 'dkgreen']",2021-08-19 08:12:27,hverken landmandens økonomi  danmarks klimaregnskab eller dyrevelfærden hænger sammen  så skulle vi ikke skynde os at plukke denne lavthængende frugt og omgående stoppe al produktion af smågrise til eksport        ,-1.0
Arzrounis Grænse,893,6,['dkpol'],2021-08-19 08:12:04,lidt om den seneste uge    ,0.0
Denmark,5098,7,"['dkpol', 'dkgreen']",2021-08-19 08:11:51,    mio pattegrise døde i den danske svineindustri i       inden de blev en måned gamle  det er måske det allermest håndgribelige symbol på en syg industri  hvad er dit svar      ,-5.0
Danmark,16120,6,['dkpol'],2021-08-19 08:11:41,lidt om den seneste uge    ,0.0
Danmark,31319,4,"['dkmedier', 'dkpol', 'metoo']",2021-08-19 08:11:32,i en intern mail til medlemmer af  lyver  om anklagerne mod naser khader  i januar blev pape kontaktet af hayat faizi  han svarede ikke  nu påstår han at han kun havde hørt rygter  har nogen fra  spurgt til det    ,3.0
"Kalundborg, Denmark",58346,0,['dkpol'],2021-08-19 08:11:26,god vind fremover til   og held og lykke med at komme ovenpå ift beruselse  tak for indsatsen i   det har været en fornøjelse at følge dine spørgsmål og taler undervejs   ,14.0
Danmark,4885,2,[],2021-08-19 08:11:20,    fint indlæg med mange gode pointer  betryggende  at   medlemmer satser på udviklingen af fremtidens forsyning af transportsektoren  det er nemlig vigtigt for vognmændene  at forsyning er præget af sunde markedsforhold og konkurrence  det gælder også for el og brint,4.0
Danmark,893,0,"['dkmedier', 'dkpol']",2021-08-19 08:11:10,hvad sker der med dr og tv   de to store public servicehuse nægter at underskrive en appel til udenrigsminister jeppe kofod om at hjælpe afghanske mediefolk  som har hjulpet med dækning af krisen i afghanistan    ,1.0
Danmark,31319,1,['dkpol'],2021-08-19 08:10:58,og således blev en skamstøtte rejst   ,0.0
Danmark,31319,1,['dkpol'],2021-08-19 08:10:15,sjovt fordi det er rigtigt   ,3.0
"Frederiksberg, Hovedstaden",102116,4,"['dkgreen', 'dkpol']",2021-08-19 08:09:56,hvis nogen står og mangler opskriften på klimakrisen  så er den her    ,-2.0
"København, Danmark",6598,1,"['LGBTI', 'dkpol', 'WorldPride']",2021-08-19 08:09:01,alt for mange personer udsættes for hadforbrydelser – på baggrund af seksuel orientering eller kønsidentitet  dsu lancerer stop hadforbrydelserudspil          ,0.0
"Aarhus, Denmark",10385,0,['dkpol'],2021-08-19 08:08:40,det er sgu egentligt imponerende  at vi overlevede   ’erne med alle de bare maver i nik &amp; jays storhedstid ,5.0
,148737,3,['dkpol'],2021-08-19 08:08:39,skal eu spille en større rolle og udfylde magttomrummet efter usa  som ellers udfyldes af kina og rusland  eller skal vi lade verdens undertrykte sejle deres egen sø med dertil følgende ustabilitet og flytningestrømme  ,-2.0
Danmark,31319,2,"['MeToo', 'dkpol']",2021-08-19 08:08:34,tak  perfekt håndtering af  i   ,5.0
"Esbjerg, Danmark",4994,1,['dkpol'],2021-08-19 08:08:30,det her er tankevækkende  hvem trak i trådene     ,1.0
,148737,6,['dkpol'],2021-08-19 08:08:29,lidt om den seneste uge    ,0.0
"Copenhagen, Denmark",6675,4,"['dkmedier', 'dkpol', 'metoo']",2021-08-19 08:08:16,i en intern mail til medlemmer af  lyver  om anklagerne mod naser khader  i januar blev pape kontaktet af hayat faizi  han svarede ikke  nu påstår han at han kun havde hørt rygter  har nogen fra  spurgt til det    ,3.0
,148737,4,['dkpol'],2021-08-19 08:07:53,tak ⁦⁩ ⁦⁩ for dette program  sobert og ordentligt tilrettelagt  tilbage står vi med spinkle håb og skam   ,2.0
"Havnen, Denmark",97469,4,"['dkmedier', 'dkpol', 'metoo']",2021-08-19 08:06:59,i en intern mail til medlemmer af  lyver  om anklagerne mod naser khader  i januar blev pape kontaktet af hayat faizi  han svarede ikke  nu påstår han at han kun havde hørt rygter  har nogen fra  spurgt til det    ,3.0
Danmark,839,0,"['dkpol', 'dkgreen']",2021-08-19 08:05:20,det er  på christiansborg  som skal fastsætte klimamål  kommunerne skal blot gennemføre dem  mener professor   ellers fordyres omstillingen  siger han   ,0.0
"Hovedstaden, Danmark",2929,2,[],2021-08-19 08:05:19,    fint indlæg med mange gode pointer  betryggende  at   medlemmer satser på udviklingen af fremtidens forsyning af transportsektoren  det er nemlig vigtigt for vognmændene  at forsyning er præget af sunde markedsforhold og konkurrence  det gælder også for el og brint,4.0
,68377,7,"['dkpol', 'dkkrim']",2021-08-19 08:05:09,vi er en enige    ,1.0
"Syddanmark, Danmark",1710,2,"['dkpol', 'dkpol']",2021-08-19 08:05:00,vi bliver verdens rigeste pensionister  ja  det er der sikkert nogen  der bliver bl a  levebrødspolitikere med en god pension på skatteydernes regning       ,1.0
,29607,4,"['dkmedier', 'dkpol', 'metoo']",2021-08-19 08:04:25,i en intern mail til medlemmer af  lyver  om anklagerne mod naser khader  i januar blev pape kontaktet af hayat faizi  han svarede ikke  nu påstår han at han kun havde hørt rygter  har nogen fra  spurgt til det    ,3.0
"Ramsingsvej 30, 2500 Valby",1370,1,"['LGBTI', 'dkpol', 'WorldPride']",2021-08-19 08:04:19,alt for mange personer udsættes for hadforbrydelser – på baggrund af seksuel orientering eller kønsidentitet  dsu lancerer stop hadforbrydelserudspil          ,0.0
Copenhagen,1830,1,['dkpol'],2021-08-19 08:03:49,starter dagen i slotsholmen på p  med den gode   skal tale khader’s exit  hør med nu   ,0.0
Arzrounis Grænse,893,3,['dkpol'],2021-08-19 08:03:33,medvirkende i dagens  kl               og michael   ,0.0
Danmark,323229,6,['dkpol'],2021-08-19 08:03:03,lidt om den seneste uge    ,0.0
"Solrød, Sjælland",12581,7,"['dkpol', 'dkgreen']",2021-08-19 08:02:52,    mio pattegrise døde i den danske svineindustri i       inden de blev en måned gamle  det er måske det allermest håndgribelige symbol på en syg industri  hvad er dit svar      ,-5.0
,4670,0,['dkpol'],2021-08-19 08:02:43,vidste du  at landmænd kan blive tvunget til at høste umodent og vådt korn fredag skal landmændene være færdige med at høste og have sået efterafgrøder  men regnen gør det umuligt at nå    ,-3.0
